Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
Ford,Mondeo,2.0,Hybrid,1998,169431,4074,2.0,1998,169431.0,4074.0
Toyota,Prius,1.0,Hybrid,1993,269373,882,1.0,1993,269373.0,882.0
BMW,X3,2.0,Diesel,2009,129764,11999,2.0,2009,129764.0,11999.0
Toyota,Prius,1.0,Hybrid,1998,104481,5060,1.0,1998,104481.0,5060.0
Ford,Mondeo,2.0,Diesel,2008,105468,11556,2.0,2008,105468.0,11556.0
BMW,M5,4.0,Petrol,2000,153596,12574,2.9000000000000004,2000,153596.0,12574.0
Ford,Fiesta,1.4,Petrol,1993,84644,2739,1.4,1993,84644.0,2739.0
VW,Golf,1.6,Petrol,2001,205054,2309,1.6,2001,205054.0,2309.0
VW,Polo,1.0,Petrol,1993,159497,1335,1.0,1993,159497.0,1335.0
Ford,Focus,1.8,Petrol,2002,166994,4332,1.8,2002,166994.0,4332.0
VW,Polo,1.4,Petrol,1997,143465,2352,1.4,1997,143465.0,2352.0
Ford,Mondeo,1.6,Diesel,2015,59927,22621,1.6,2015,59927.0,22621.0
Porsche,718 Cayman,4.0,Petrol,2005,132662,13935,2.9000000000000004,2005,132662.0,13935.0
Ford,Fiesta,1.4,Petrol,2014,54142,13615,1.4,2014,54142.0,13615.0
Ford,Fiesta,1.0,Petrol,2001,92561,3732,1.0,2001,92561.0,3732.0
Ford,Mondeo,1.6,Petrol,2010,80723,13432,1.6,2010,80723.0,13432.0
Toyota,Yaris,1.2,Petrol,1985,73419,1861,1.2,1985,73419.0,1861.0
Ford,Focus,1.6,Petrol,1995,84529,4856,1.6,1995,84529.0,4856.0
Ford,Focus,1.6,Diesel,2022,5750,49870,1.6,2022,5750.0,42975.125
Toyota,RAV4,2.4,Hybrid,2008,144529,13154,2.4,2008,144529.0,13154.0
Toyota,RAV4,1.8,Hybrid,2014,45184,34655,1.8,2014,45184.0,34655.0
VW,Polo,1.0,Petrol,1992,214329,777,1.0,1992,214329.0,777.0
Toyota,Prius,1.8,Hybrid,1997,188455,3218,1.8,1997,188455.0,3218.0
VW,Polo,1.4,Petrol,1994,182166,1394,1.4,1994,182166.0,1394.0
Toyota,RAV4,2.2,Hybrid,2018,39082,51898,2.2,2018,39082.0,42975.125
VW,Passat,1.8,Diesel,2001,171268,4296,1.8,2001,171268.0,4296.0
BMW,M5,4.4,Petrol,2011,78714,48487,2.9000000000000004,2011,78714.0,42975.125
VW,Passat,2.0,Diesel,2011,73733,18680,2.0,2011,73733.0,18680.0
Ford,Mondeo,1.8,Diesel,1997,242305,1659,1.8,1997,242305.0,1659.0
Ford,Mondeo,1.8,Diesel,2001,166344,4239,1.8,2001,166344.0,4239.0
Toyota,Yaris,1.2,Hybrid,1990,97463,2633,1.2,1990,97463.0,2633.0
Ford,Mondeo,1.4,Diesel,2013,50433,19668,1.4,2013,50433.0,19668.0
Ford,Mondeo,1.4,Diesel,2018,24229,32057,1.4,2018,24229.0,32057.0
BMW,Z4,2.2,Petrol,2009,74444,17133,2.2,2009,74444.0,17133.0
Toyota,RAV4,2.2,Hybrid,2016,45462,43702,2.2,2016,45462.0,42975.125
Ford,Mondeo,1.4,Diesel,2006,89524,9500,1.4,2006,89524.0,9500.0
VW,Passat,1.6,Petrol,1991,16000,5963,1.6,1991,16000.0,5963.0
Ford,Mondeo,2.0,Diesel,2022,1487,56459,2.0,2022,1487.0,42975.125
VW,Golf,1.4,Petrol,2011,87947,10825,1.4,2011,87947.0,10825.0
Ford,Mondeo,1.6,Diesel,2016,40113,27354,1.6,2016,40113.0,27354.0
VW,Golf,1.4,Diesel,2000,76717,5902,1.4,2000,76717.0,5902.0
VW,Passat,1.4,Petrol,1991,269218,769,1.4,1991,269218.0,769.0
Toyota,Prius,1.0,Hybrid,2015,48540,23011,1.0,2015,48540.0,23011.0
Toyota,Prius,1.4,Hybrid,2013,88811,18232,1.4,2013,88811.0,18232.0
Toyota,Yaris,1.0,Petrol,2002,84781,4880,1.0,2002,84781.0,4880.0
Toyota,RAV4,2.2,Hybrid,1989,272683,1142,2.2,1989,272683.0,1142.0
Ford,Mondeo,1.6,Diesel,2018,46461,30075,1.6,2018,46461.0,30075.0
Toyota,RAV4,1.8,Hybrid,2014,53321,32948,1.8,2014,53321.0,32948.0
Ford,Mondeo,1.6,Petrol,1994,264924,989,1.6,1994,264924.0,989.0
Porsche,Cayenne,4.0,Petrol,2000,145140,10699,2.9000000000000004,2000,145140.0,10699.0
Toyota,Prius,1.8,Hybrid,2007,132296,9998,1.8,2007,132296.0,9998.0
VW,Golf,1.2,Diesel,1997,144909,2682,1.2,1997,144909.0,2682.0
Ford,Fiesta,1.0,Diesel,1986,138224,1019,1.0,1986,138224.0,1019.0
Porsche,718 Cayman,4.0,Petrol,1988,219671,2140,2.9000000000000004,1988,219671.0,2140.0
VW,Passat,1.4,Diesel,1989,371762,264,1.4,1989,314974.125,264.0
VW,Passat,1.4,Diesel,1990,74327,3838,1.4,1990,74327.0,3838.0
VW,Golf,1.6,Petrol,1989,205047,1037,1.6,1989,205047.0,1037.0
Ford,Mondeo,1.6,Diesel,2022,7454,48982,1.6,2022,7454.0,42975.125
VW,Golf,2.0,Diesel,2016,11234,30509,2.0,2016,11234.0,30509.0
VW,Polo,1.6,Petrol,2010,97296,8531,1.6,2010,97296.0,8531.0
VW,Golf,2.0,Petrol,2017,44227,25745,2.0,2017,44227.0,25745.0
VW,Passat,1.4,Diesel,1985,267541,549,1.4,1985,267541.0,549.0
BMW,Z4,2.2,Petrol,1997,250431,1806,2.2,1997,250431.0,1806.0
Ford,Fiesta,1.2,Petrol,1989,149015,1190,1.2,1989,149015.0,1190.0
Toyota,RAV4,2.0,Hybrid,2004,138340,9666,2.0,2004,138340.0,9666.0
Toyota,Yaris,1.2,Hybrid,1987,133425,1640,1.2,1987,133425.0,1640.0
Toyota,Prius,1.0,Hybrid,2001,143411,4571,1.0,2001,143411.0,4571.0
VW,Polo,1.4,Petrol,2016,40742,17342,1.4,2016,40742.0,17342.0
BMW,M5,5.0,Petrol,1999,82222,22668,2.9000000000000004,1999,82222.0,22668.0
VW,Golf,1.4,Petrol,2012,49674,14925,1.4,2012,49674.0,14925.0
VW,Polo,1.6,Petrol,2012,66103,12102,1.6,2012,66103.0,12102.0
VW,Golf,1.6,Petrol,1999,91360,5075,1.6,1999,91360.0,5075.0
VW,Polo,2.0,Petrol,1990,215167,954,2.0,1990,215167.0,954.0
BMW,M5,4.0,Petrol,2006,30902,44836,2.9000000000000004,2006,30902.0,42975.125
Porsche,911,3.0,Petrol,2014,65307,63310,2.9000000000000004,2014,65307.0,42975.125
Toyota,Prius,1.8,Hybrid,2018,19017,44797,1.8,2018,19017.0,42975.125
Toyota,Yaris,1.4,Hybrid,2007,143360,6209,1.4,2007,143360.0,6209.0
BMW,Z4,2.4,Petrol,2021,4915,60317,2.4,2021,4915.0,42975.125
BMW,Z4,3.0,Petrol,1993,260043,1477,2.9000000000000004,1993,260043.0,1477.0
Ford,Focus,1.4,Petrol,2015,36919,23449,1.4,2015,36919.0,23449.0
VW,Polo,1.4,Petrol,2001,105306,4129,1.4,2001,105306.0,4129.0
Toyota,Prius,1.8,Hybrid,1992,231649,1569,1.8,1992,231649.0,1569.0
Ford,Focus,1.6,Petrol,1994,74472,4869,1.6,1994,74472.0,4869.0
Toyota,Yaris,1.2,Petrol,2012,102514,9168,1.2,2012,102514.0,9168.0
VW,Polo,1.0,Petrol,1997,134735,2132,1.0,1997,134735.0,2132.0
Ford,Focus,1.6,Petrol,1992,175881,1944,1.6,1992,175881.0,1944.0
Porsche,Cayenne,3.0,Petrol,2006,126718,16004,2.9000000000000004,2006,126718.0,16004.0
Toyota,Prius,1.8,Hybrid,2008,86326,15075,1.8,2008,86326.0,15075.0
Ford,Fiesta,1.4,Petrol,1992,245794,673,1.4,1992,245794.0,673.0
VW,Passat,1.6,Diesel,1988,210194,1213,1.6,1988,210194.0,1213.0
BMW,M5,4.0,Petrol,1984,89953,7064,2.9000000000000004,1984,89953.0,7064.0
Ford,Fiesta,1.0,Petrol,2006,113610,4460,1.0,2006,113610.0,4460.0
VW,Passat,2.0,Diesel,2003,106761,8665,2.0,2003,106761.0,8665.0
Ford,Fiesta,1.4,Petrol,1992,280925,485,1.4,1992,280925.0,485.0
Ford,Fiesta,1.2,Petrol,2018,29268,19119,1.2,2018,29268.0,19119.0
Ford,Mondeo,1.8,Diesel,2014,21377,28286,1.8,2014,21377.0,28286.0
Ford,Focus,1.4,Petrol,2010,67366,13881,1.4,2010,67366.0,13881.0
Toyota,Yaris,1.4,Hybrid,2018,26795,29102,1.4,2018,26795.0,29102.0
BMW,Z4,2.4,Petrol,2018,15028,46830,2.4,2018,15028.0,42975.125
Ford,Focus,1.4,Petrol,1995,144557,2883,1.4,1995,144557.0,2883.0
VW,Passat,1.6,Diesel,2011,53818,19033,1.6,2011,53818.0,19033.0
Ford,Fiesta,1.0,Petrol,2005,165149,2762,1.0,2005,165149.0,2762.0
BMW,M5,4.4,Petrol,1995,157046,9184,2.9000000000000004,1995,157046.0,9184.0
Ford,Mondeo,1.8,Diesel,2002,48312,10853,1.8,2002,48312.0,10853.0
Porsche,911,2.2,Petrol,1998,172529,8241,2.2,1998,172529.0,8241.0
VW,Polo,1.2,Petrol,2018,33619,19135,1.2,2018,33619.0,19135.0
VW,Passat,2.0,Diesel,2001,210531,3218,2.0,2001,210531.0,3218.0
Porsche,911,2.2,Petrol,1995,170716,6851,2.2,1995,170716.0,6851.0
Ford,Focus,1.0,Petrol,2005,102319,6582,1.0,2005,102319.0,6582.0
Ford,Focus,1.6,Petrol,1992,83482,4005,1.6,1992,83482.0,4005.0
BMW,Z4,2.0,Petrol,2003,184605,4636,2.0,2003,184605.0,4636.0
Toyota,Yaris,1.2,Hybrid,2011,68974,13024,1.2,2011,68974.0,13024.0
Toyota,Yaris,1.2,Hybrid,2007,87731,8770,1.2,2007,87731.0,8770.0
Toyota,Prius,1.4,Hybrid,2003,91908,9156,1.4,2003,91908.0,9156.0
VW,Polo,1.2,Petrol,2009,115991,6014,1.2,2009,115991.0,6014.0
VW,Passat,2.0,Diesel,2003,99554,9137,2.0,2003,99554.0,9137.0
VW,Golf,2.0,Petrol,1993,210355,1445,2.0,1993,210355.0,1445.0
VW,Golf,2.0,Diesel,1994,64859,5119,2.0,1994,64859.0,5119.0
BMW,X3,2.0,Petrol,2014,53491,27457,2.0,2014,53491.0,27457.0
Ford,Fiesta,1.4,Petrol,2020,16418,25347,1.4,2020,16418.0,25347.0
Toyota,Prius,1.8,Hybrid,1995,98303,5816,1.8,1995,98303.0,5816.0
Ford,Fiesta,1.2,Petrol,2003,144351,3143,1.2,2003,144351.0,3143.0
VW,Polo,1.4,Petrol,1991,130465,1749,1.4,1991,130465.0,1749.0
Ford,Focus,1.6,Petrol,1992,289432,694,1.6,1992,289432.0,694.0
Porsche,911,2.6,Petrol,2006,129563,21707,2.6,2006,129563.0,21707.0
Ford,Mondeo,1.6,Petrol,1999,87358,6159,1.6,1999,87358.0,6159.0
Toyota,Prius,1.4,Hybrid,1992,187590,2049,1.4,1992,187590.0,2049.0
VW,Polo,1.2,Petrol,2002,90194,4561,1.2,2002,90194.0,4561.0
Toyota,Yaris,1.4,Petrol,2003,23923,9067,1.4,2003,23923.0,9067.0
Toyota,Prius,1.8,Hybrid,1988,206162,1512,1.8,1988,206162.0,1512.0
Porsche,718 Cayman,4.0,Petrol,2013,40361,45357,2.9000000000000004,2013,40361.0,42975.125
Toyota,RAV4,1.8,Hybrid,2011,113594,17732,1.8,2011,113594.0,17732.0
VW,Golf,1.8,Hybrid,1993,206465,1702,1.8,1993,206465.0,1702.0
Porsche,718 Cayman,2.4,Petrol,2016,26038,46644,2.4,2016,26038.0,42975.125
Toyota,Yaris,1.0,Petrol,1986,341124,178,1.0,1986,314974.125,178.0
Ford,Mondeo,1.4,Diesel,1996,147377,3134,1.4,1996,147377.0,3134.0
Toyota,Yaris,1.2,Petrol,2005,69909,7229,1.2,2005,69909.0,7229.0
Ford,Focus,1.6,Diesel,2006,83961,10659,1.6,2006,83961.0,10659.0
VW,Golf,1.8,Hybrid,2016,27600,30239,1.8,2016,27600.0,30239.0
Toyota,RAV4,1.8,Hybrid,2014,63889,30785,1.8,2014,63889.0,30785.0
Toyota,RAV4,1.8,Hybrid,1992,189028,2697,1.8,1992,189028.0,2697.0
Toyota,RAV4,2.0,Hybrid,1990,120842,4361,2.0,1990,120842.0,4361.0
VW,Golf,1.4,Hybrid,2003,166709,4126,1.4,2003,166709.0,4126.0
BMW,X3,2.0,Diesel,2013,49046,27731,2.0,2013,49046.0,27731.0
Toyota,Prius,1.4,Hybrid,1998,229464,2106,1.4,1998,229464.0,2106.0
Porsche,718 Cayman,2.0,Petrol,2014,91341,24511,2.0,2014,91341.0,24511.0
VW,Polo,1.4,Petrol,1995,127882,2330,1.4,1995,127882.0,2330.0
BMW,M5,4.4,Petrol,1994,179812,7091,2.9000000000000004,1994,179812.0,7091.0
Ford,Fiesta,1.2,Petrol,2008,43714,9014,1.2,2008,43714.0,9014.0
Porsche,Cayenne,3.5,Diesel,1998,83442,14668,2.9000000000000004,1998,83442.0,14668.0
VW,Passat,1.6,Diesel,2002,135733,5800,1.6,2002,135733.0,5800.0
VW,Golf,1.4,Petrol,2018,13954,27379,1.4,2018,13954.0,27379.0
VW,Polo,1.2,Petrol,1994,243498,746,1.2,1994,243498.0,746.0
BMW,X3,2.0,Diesel,2016,47735,34147,2.0,2016,47735.0,34147.0
Porsche,718 Cayman,4.0,Petrol,1995,154629,5991,2.9000000000000004,1995,154629.0,5991.0
VW,Golf,1.6,Diesel,1998,161333,2893,1.6,1998,161333.0,2893.0
Ford,Fiesta,1.2,Petrol,1998,156867,2033,1.2,1998,156867.0,2033.0
Toyota,RAV4,2.0,Hybrid,2022,9373,76303,2.0,2022,9373.0,42975.125
VW,Passat,1.4,Diesel,2002,115000,6374,1.4,2002,115000.0,6374.0
VW,Golf,1.8,Hybrid,2013,56706,20768,1.8,2013,56706.0,20768.0
Ford,Mondeo,1.6,Diesel,1993,138312,2951,1.6,1993,138312.0,2951.0
Toyota,Yaris,1.2,Petrol,2020,20558,26565,1.2,2020,20558.0,26565.0
Porsche,Cayenne,2.6,Diesel,2001,71217,16789,2.6,2001,71217.0,16789.0
Toyota,RAV4,2.0,Hybrid,2018,27542,52923,2.0,2018,27542.0,42975.125
Ford,Mondeo,1.8,Diesel,2012,39923,22247,1.8,2012,39923.0,22247.0
Porsche,718 Cayman,2.4,Petrol,1998,252380,2395,2.4,1998,252380.0,2395.0
Toyota,RAV4,2.0,Hybrid,1993,113342,5640,2.0,1993,113342.0,5640.0
Ford,Focus,1.4,Petrol,1993,106066,3403,1.4,1993,106066.0,3403.0
Toyota,RAV4,2.2,Hybrid,2014,39814,39577,2.2,2014,39814.0,39577.0
Toyota,RAV4,2.4,Hybrid,2002,178115,6664,2.4,2002,178115.0,6664.0
Toyota,Prius,1.8,Hybrid,1989,234308,1254,1.8,1989,234308.0,1254.0
Toyota,Prius,1.8,Hybrid,2014,51034,28437,1.8,2014,51034.0,28437.0
Toyota,RAV4,2.0,Petrol,2003,148838,6923,2.0,2003,148838.0,6923.0
Toyota,RAV4,2.0,Hybrid,2010,116749,17071,2.0,2010,116749.0,17071.0
VW,Passat,1.4,Petrol,1991,318300,482,1.4,1991,314974.125,482.0
Ford,Focus,2.0,Diesel,2005,70202,12248,2.0,2005,70202.0,12248.0
Toyota,RAV4,2.4,Hybrid,2010,52925,29212,2.4,2010,52925.0,29212.0
VW,Passat,2.0,Diesel,1998,112170,5962,2.0,1998,112170.0,5962.0
Ford,Fiesta,1.2,Petrol,2003,203556,1901,1.2,2003,203556.0,1901.0
Ford,Mondeo,1.8,Diesel,2009,32884,18987,1.8,2009,32884.0,18987.0
VW,Golf,1.2,Petrol,2005,113136,5586,1.2,2005,113136.0,5586.0
VW,Golf,1.4,Petrol,1985,269090,414,1.4,1985,269090.0,414.0
Toyota,RAV4,2.0,Petrol,2015,31102,35379,2.0,2015,31102.0,35379.0
Toyota,Yaris,1.4,Hybrid,2021,10276,38901,1.4,2021,10276.0,38901.0
Ford,Mondeo,1.8,Diesel,2013,5000,28875,1.8,2013,5000.0,28875.0
Ford,Focus,1.0,Petrol,2018,26840,25660,1.0,2018,26840.0,25660.0
Toyota,RAV4,2.2,Hybrid,2007,69206,20606,2.2,2007,69206.0,20606.0
VW,Polo,1.6,Petrol,2014,63006,14112,1.6,2014,63006.0,14112.0
VW,Polo,1.4,Petrol,2016,45610,16837,1.4,2016,45610.0,16837.0
Toyota,Yaris,1.0,Hybrid,2000,86902,5050,1.0,2000,86902.0,5050.0
VW,Passat,2.0,Petrol,2001,78868,8819,2.0,2001,78868.0,8819.0
BMW,Z4,2.4,Petrol,2017,57884,34025,2.4,2017,57884.0,34025.0
Ford,Mondeo,1.4,Diesel,1993,196763,1688,1.4,1993,196763.0,1688.0
VW,Golf,1.6,Hybrid,2003,110332,6919,1.6,2003,110332.0,6919.0
VW,Golf,1.4,Diesel,1991,289646,534,1.4,1991,289646.0,534.0
VW,Polo,1.6,Petrol,2011,72003,10885,1.6,2011,72003.0,10885.0
VW,Passat,1.8,Petrol,2018,42360,32909,1.8,2018,42360.0,32909.0
Ford,Mondeo,1.8,Diesel,2015,50432,25483,1.8,2015,50432.0,25483.0
Toyota,RAV4,1.8,Petrol,2003,171088,5458,1.8,2003,171088.0,5458.0
VW,Golf,1.8,Petrol,2015,40271,21892,1.8,2015,40271.0,21892.0
Toyota,Yaris,1.0,Hybrid,2013,69437,13543,1.0,2013,69437.0,13543.0
Toyota,RAV4,2.2,Hybrid,2015,28056,45312,2.2,2015,28056.0,42975.125
VW,Passat,2.0,Diesel,1985,287515,544,2.0,1985,287515.0,544.0
BMW,X3,2.4,Diesel,2001,144238,6871,2.4,2001,144238.0,6871.0
Toyota,RAV4,2.4,Hybrid,1993,140537,4997,2.4,1993,140537.0,4997.0
Ford,Focus,1.0,Petrol,2013,55408,15484,1.0,2013,55408.0,15484.0
Toyota,Yaris,1.4,Petrol,2002,149944,3514,1.4,2002,149944.0,3514.0
VW,Golf,1.8,Petrol,2021,6373,39459,1.8,2021,6373.0,39459.0
Toyota,RAV4,2.4,Hybrid,2007,112049,15867,2.4,2007,112049.0,15867.0
Toyota,Prius,1.8,Hybrid,2005,64815,14287,1.8,2005,64815.0,14287.0
Toyota,RAV4,1.8,Hybrid,2007,46955,21497,1.8,2007,46955.0,21497.0
Ford,Focus,1.0,Petrol,2006,102666,7017,1.0,2006,102666.0,7017.0
VW,Polo,1.4,Diesel,2014,62309,13923,1.4,2014,62309.0,13923.0
Toyota,RAV4,1.8,Hybrid,1993,196835,2693,1.8,1993,196835.0,2693.0
VW,Golf,1.2,Petrol,2017,33865,21213,1.2,2017,33865.0,21213.0
Porsche,911,2.2,Petrol,2018,22199,91965,2.2,2018,22199.0,42975.125
Toyota,Yaris,1.4,Hybrid,2001,109136,5434,1.4,2001,109136.0,5434.0
Porsche,Cayenne,4.0,Petrol,2002,90474,18556,2.9000000000000004,2002,90474.0,18556.0
Toyota,RAV4,2.0,Hybrid,2018,20952,54914,2.0,2018,20952.0,42975.125
Ford,Mondeo,1.4,Diesel,1996,103176,4418,1.4,1996,103176.0,4418.0
VW,Polo,1.2,Petrol,2001,127723,3223,1.2,2001,127723.0,3223.0
Toyota,Yaris,1.0,Hybrid,2005,74649,7671,1.0,2005,74649.0,7671.0
Ford,Mondeo,2.0,Diesel,2019,34940,38517,2.0,2019,34940.0,38517.0
Toyota,Prius,1.4,Hybrid,1993,196617,2024,1.4,1993,196617.0,2024.0
VW,Golf,1.4,Petrol,2002,127387,4427,1.4,2002,127387.0,4427.0
Ford,Focus,1.0,Petrol,2011,85335,11093,1.0,2011,85335.0,11093.0
Ford,Focus,1.4,Petrol,2003,88544,7528,1.4,2003,88544.0,7528.0
Toyota,Prius,1.0,Hybrid,1992,176604,1903,1.0,1992,176604.0,1903.0
Toyota,RAV4,1.8,Hybrid,2009,68833,21350,1.8,2009,68833.0,21350.0
VW,Golf,1.2,Petrol,2010,99925,8602,1.2,2010,99925.0,8602.0
BMW,Z4,2.4,Petrol,2004,68708,13326,2.4,2004,68708.0,13326.0
Toyota,RAV4,2.0,Hybrid,2004,129322,10382,2.0,2004,129322.0,10382.0
Toyota,Yaris,1.4,Hybrid,2017,36461,25744,1.4,2017,36461.0,25744.0
Toyota,Yaris,1.2,Petrol,2009,72738,9261,1.2,2009,72738.0,9261.0
VW,Polo,1.4,Petrol,1993,217495,955,1.4,1993,217495.0,955.0
Toyota,RAV4,2.2,Hybrid,2016,28810,48228,2.2,2016,28810.0,42975.125
VW,Golf,1.4,Petrol,1992,253413,764,1.4,1992,253413.0,764.0
VW,Passat,1.6,Diesel,1989,341741,378,1.6,1989,314974.125,378.0
Ford,Focus,1.6,Petrol,1999,155679,3674,1.6,1999,155679.0,3674.0
Ford,Mondeo,1.8,Diesel,2019,30787,37433,1.8,2019,30787.0,37433.0
BMW,M5,5.0,Petrol,1996,140252,12001,2.9000000000000004,1996,140252.0,12001.0
Ford,Focus,1.0,Diesel,2012,36355,17093,1.0,2012,36355.0,17093.0
Ford,Fiesta,1.0,Petrol,1986,331165,170,1.0,1986,314974.125,170.0
Toyota,Yaris,1.4,Petrol,2017,30382,22227,1.4,2017,30382.0,22227.0
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312,2.4,1995,137976.0,5312.0
VW,Passat,1.4,Diesel,2001,101907,6576,1.4,2001,101907.0,6576.0
Toyota,Prius,1.8,Hybrid,1991,173990,2443,1.8,1991,173990.0,2443.0
Ford,Fiesta,1.0,Petrol,2004,138953,3203,1.0,2004,138953.0,3203.0
VW,Passat,2.0,Diesel,2007,163156,7234,2.0,2007,163156.0,7234.0
Ford,Focus,1.6,Petrol,2018,45204,29130,1.6,2018,45204.0,29130.0
VW,Passat,2.0,Diesel,2022,7782,57759,2.0,2022,7782.0,42975.125
VW,Golf,1.6,Petrol,2011,69205,13162,1.6,2011,69205.0,13162.0
Toyota,Prius,1.0,Hybrid,2006,51828,12372,1.0,2006,51828.0,12372.0
VW,Golf,2.0,Petrol,2000,92303,6024,2.0,2000,92303.0,6024.0
VW,Golf,1.6,Petrol,2005,145351,5011,1.6,2005,145351.0,5011.0
Ford,Fiesta,1.2,Petrol,2004,138699,3516,1.2,2004,138699.0,3516.0
Toyota,Prius,1.8,Hybrid,2006,42787,17550,1.8,2006,42787.0,17550.0
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020,2.4,2001,136494.0,8020.0
Toyota,Yaris,1.0,Hybrid,2019,28087,26099,1.0,2019,28087.0,26099.0
VW,Polo,1.2,Petrol,2007,63991,7614,1.2,2007,63991.0,7614.0
Toyota,Prius,1.4,Hybrid,2006,107304,9994,1.4,2006,107304.0,9994.0
Toyota,Prius,1.4,Hybrid,2019,32176,39212,1.4,2019,32176.0,39212.0
VW,Golf,1.4,Petrol,2007,103965,7384,1.4,2007,103965.0,7384.0
VW,Golf,2.0,Petrol,1991,264040,774,2.0,1991,264040.0,774.0
Ford,Fiesta,1.4,Petrol,1998,117616,3002,1.4,1998,117616.0,3002.0
Toyota,Yaris,1.2,Hybrid,2007,100478,8002,1.2,2007,100478.0,8002.0
Toyota,Prius,1.4,Hybrid,2016,52086,28468,1.4,2016,52086.0,28468.0
VW,Golf,1.6,Petrol,1992,152855,1981,1.6,1992,152855.0,1981.0
Ford,Focus,1.8,Petrol,2010,31473,19668,1.8,2010,31473.0,19668.0
Toyota,RAV4,2.2,Petrol,2005,101278,12003,2.2,2005,101278.0,12003.0
Ford,Focus,1.6,Hybrid,2016,27516,33957,1.6,2016,27516.0,33957.0
VW,Golf,2.0,Diesel,2018,28407,31722,2.0,2018,28407.0,31722.0
Ford,Mondeo,1.8,Diesel,2001,187542,3537,1.8,2001,187542.0,3537.0
VW,Polo,2.0,Petrol,1988,160189,1345,2.0,1988,160189.0,1345.0
Toyota,Yaris,1.4,Hybrid,2014,47951,19664,1.4,2014,47951.0,19664.0
Toyota,Prius,1.8,Hybrid,1995,259370,1485,1.8,1995,259370.0,1485.0
Ford,Fiesta,1.2,Petrol,2006,150801,3643,1.2,2006,150801.0,3643.0
VW,Polo,1.2,Petrol,2008,97682,6448,1.2,2008,97682.0,6448.0
VW,Passat,2.0,Diesel,2012,99767,16624,2.0,2012,99767.0,16624.0
Porsche,Cayenne,3.5,Petrol,1987,317546,888,2.9000000000000004,1987,314974.125,888.0
Ford,Mondeo,1.6,Petrol,2003,71971,8941,1.6,2003,71971.0,8941.0
Toyota,RAV4,2.0,Hybrid,2000,115704,8835,2.0,2000,115704.0,8835.0
Ford,Focus,1.6,Petrol,2007,91299,10304,1.6,2007,91299.0,10304.0
VW,Polo,1.0,Petrol,2015,27980,14774,1.0,2015,27980.0,14774.0
Ford,Mondeo,2.0,Petrol,2004,137798,6570,2.0,2004,137798.0,6570.0
Ford,Mondeo,1.8,Diesel,2014,38215,25681,1.8,2014,38215.0,25681.0
Toyota,Prius,1.4,Hybrid,1994,266923,1142,1.4,1994,266923.0,1142.0
VW,Polo,1.0,Petrol,2008,46493,8303,1.0,2008,46493.0,8303.0
Toyota,Prius,1.0,Hybrid,2003,122382,6167,1.0,2003,122382.0,6167.0
VW,Polo,1.6,Petrol,2004,172952,3141,1.6,2004,172952.0,3141.0
BMW,Z4,2.2,Petrol,1994,79111,6105,2.2,1994,79111.0,6105.0
Toyota,RAV4,1.8,Hybrid,1994,203902,2705,1.8,1994,203902.0,2705.0
Ford,Focus,1.0,Petrol,2018,34297,24582,1.0,2018,34297.0,24582.0
Porsche,911,3.0,Petrol,2007,160305,19433,2.9000000000000004,2007,160305.0,19433.0
Toyota,Yaris,1.0,Hybrid,1996,35867,5384,1.0,1996,35867.0,5384.0
Ford,Fiesta,1.2,Diesel,2011,86587,8723,1.2,2011,86587.0,8723.0
Porsche,Cayenne,3.0,Diesel,2018,14658,78873,2.9000000000000004,2018,14658.0,42975.125
Ford,Focus,1.4,Petrol,2020,31287,33821,1.4,2020,31287.0,33821.0
VW,Polo,1.2,Petrol,1998,178757,1735,1.2,1998,178757.0,1735.0
Toyota,Yaris,1.4,Petrol,1994,53883,4162,1.4,1994,53883.0,4162.0
Ford,Mondeo,1.6,Diesel,2018,10870,36852,1.6,2018,10870.0,36852.0
Toyota,Prius,1.4,Hybrid,2005,82356,11191,1.4,2005,82356.0,11191.0
VW,Polo,1.6,Petrol,1998,120898,3212,1.6,1998,120898.0,3212.0
BMW,Z4,2.0,Petrol,1991,241081,1258,2.0,1991,241081.0,1258.0
Ford,Fiesta,1.4,Petrol,1988,289688,342,1.4,1988,289688.0,342.0
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355,2.4,1997,246989.0,2355.0
BMW,X3,2.0,Petrol,1985,142992,2076,2.0,1985,142992.0,2076.0
VW,Passat,1.8,Diesel,2011,64697,18821,1.8,2011,64697.0,18821.0
BMW,M5,4.4,Petrol,1998,161830,10780,2.9000000000000004,1998,161830.0,10780.0
Ford,Focus,1.4,Petrol,2018,28024,30158,1.4,2018,28024.0,30158.0
BMW,Z4,3.0,Petrol,1996,156682,4509,2.9000000000000004,1996,156682.0,4509.0
Ford,Fiesta,1.0,Petrol,2009,93538,6317,1.0,2009,93538.0,6317.0
Toyota,Yaris,1.0,Petrol,2019,14288,23473,1.0,2019,14288.0,23473.0
Ford,Focus,2.0,Petrol,2006,81822,11520,2.0,2006,81822.0,11520.0
Toyota,RAV4,2.0,Hybrid,1986,215481,1508,2.0,1986,215481.0,1508.0
